sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
ASAS15be,0.0218833,0.0213892,1.134,0.006,15.63,0.004,-7.2,0.0167,0.0017,-2.349e-06,CSPII,Ia,0.976,0,1,0.019000000000000128,0.006403124237432849,1.6e-05,7.66,7.8,8.16,N/A,-1.0,-1.0,none,-2.0469e-05
ASAS15bm,0.0207856,0.0214395,0.991,0.005,15.752,0.007,-7.6,0.069,0.0069,1.03e-05,CSPII,Ia,0.976,0,1,0.12700000000000067,0.009899494936611667,4.9000000000000005e-05,9.89,10.02,10.15,N/A,-1.0,-1.0,none,-4.38e-06
ASAS15cb,0.04001,0.0411361,1.086,0.053,17.06,0.064,1.9,0.0279,0.0028,-0.000322,CSPII,Ia,0.583,1,0,0.10699999999999932,0.07940403012442127,0.004096,10.17,10.28,10.4,N/A,-1.0,-1.0,none,-0.00026724
ASAS15cd,0.0342863,0.0353887,1.003,0.005,16.672,0.007,-3.5,0.0261,0.0026,4.971e-06,CSPII,Ia,0.983,1,0,-0.021000000000000796,0.009219544457292887,4.9000000000000005e-05,9.85,9.95,10.02,N/A,-1.0,-1.0,none,-9.859999999999995e-07
ASAS15da,0.0487,0.0488203,0.853,0.025,17.547,0.062,2.5,0.0303,0.003,-0.0001246,CSPII,Ia,0.973,1,0,-0.1319999999999979,0.07602631123499284,0.0038439999999999998,10.23,10.4,10.48,N/A,-1.0,-1.0,none,-0.00010775999999999998
ASAS15db,0.01099,0.0113676,0.955,0.003,14.688,0.005,-6.1,0.029,0.0029,5.817e-06,CSPII,Ia,0.975,0,0,0.0860000000000003,0.006403124237432849,2.5e-05,9.98,10.11,10.19,N/A,-1.0,-1.0,none,3.0610000000000004e-06
ASAS15dd,0.0243567,0.0247417,0.849,0.006,16.058,0.007,-0.8,0.0461,0.0046,-2.499e-06,CSPII,Ia,0.962,0,0,-0.0070000000000014495,0.009219544457292887,4.9000000000000005e-05,10.31,10.41,10.52,N/A,-1.0,-1.0,none,-1.3378999999999998e-05
ASAS15eb,0.01647,0.0173082,0.821,0.018,15.21,0.012,-0.9,0.1652,0.0165,-3.913e-05,CSPII,Ia,0.978,0,1,-0.12899999999999956,0.015620499351813309,0.000144,10.79,10.96,11.4,N/A,-1.0,-1.0,none,-7.844e-05
ASAS15fr,0.0334133,0.0345082,0.905,0.021,16.683,0.053,1.4,0.0321,0.0032,-7.571e-06,CSPII,Ia-91T,0.978,1,1,-0.13299999999999912,0.0658027355054484,0.002809,9.89,9.98,10.06,N/A,-1.0,-1.0,none,1.3709e-05
ASAS15ga,0.0066267,0.0076517,0.496,0.03,15.499,0.033,-3.8,0.0236,0.0024,0.0004013,CSPII,Ia-91bg,0.966,0,1,0.43100000000000094,0.04957822102496216,0.0010890000000000001,10.18,10.38,10.48,N/A,-1.0,-1.0,none,-0.0003347
ASAS15go,0.01891,0.0192546,1.071,0.012,16.071,0.005,-4.0,0.1369,0.0137,6.531e-06,CSPII,Ia,0.981,0,1,0.22400000000000198,0.006403124237432849,2.5e-05,10.04,10.18,10.27,N/A,-1.0,-1.0,none,2.0911e-05
ASAS15gr,0.0242832,0.0247678,1.035,0.007,15.831,0.005,-3.4,0.0823,0.0082,7.325e-06,CSPII,Ia,0.983,0,1,-0.036000000000001364,0.006403124237432849,2.5e-05,8.82,8.94,9.02,N/A,-1.0,-1.0,none,1.0612e-05
ASAS15hf,0.0061733,0.0072452,0.943,0.005,14.005,0.008,-7.8,0.0854,0.0085,1.363e-05,CSPII,Ia,0.961,0,1,0.009000000000000341,0.01,6.4e-05,9.39,9.56,9.97,N/A,-1.0,-1.0,none,3.3200000000000004e-06
ASAS15hg,0.02975,0.0308678,0.82,0.02,16.891,0.049,1.7,0.041,0.0041,-2.601e-05,CSPII,Ia,0.985,1,0,0.06299999999999883,0.060802960454241044,0.0024010000000000004,10.3,10.42,10.51,N/A,-1.0,-1.0,none,-2.309e-05
ASAS15hx,0.0083,0.0092051,1.039,0.005,13.149,0.004,-11.2,0.0415,0.0042,7.176e-06,CSPII,Ia,0.909,0,1,-0.030000000000001137,0.005,1.6e-05,7.06,7.45,7.89,N/A,-1.0,-1.0,none,7.7367e-06
CSP12G,0.0369744,0.0379661,1.159,0.029,17.214,0.06,8.9,0.0283,0.0028,-0.0001053,CSPII,Ia,0.985,1,0,0.11499999999999844,0.0738173421358423,0.0036,8.29,8.41,8.49,N/A,-1.0,-1.0,none,-0.00017449000000000002
CSP12J,0.01468,0.0149235,0.484,0.025,16.375,0.107,5.0,0.0678,0.0068,-0.0003475,CSPII,Ia,0.917,0,0,0.5549999999999997,0.12841339493993606,0.011448999999999999,9.97,10.09,10.2,N/A,-1.0,-1.0,none,-0.0001782
CSP12N,0.0971328,0.0982741,1.053,0.012,18.59,0.006,-8.9,0.0429,0.0043,3.567e-05,CSPII,Ia,0.985,1,0,-0.11400000000000077,0.00848528137423857,3.6e-05,7.32,7.51,7.66,N/A,-1.0,-1.0,none,5.983e-05
CSP13N,0.04776,0.0487969,1.138,0.025,16.969,0.054,3.2,0.0238,0.0024,-7.565e-05,CSPII,Ia-91T,0.976,1,0,-0.003999999999997783,0.06661080993352356,0.0029159999999999998,9.88,10.07,10.24,N/A,-1.0,-1.0,none,-0.00011703
CSP13Q,0.089,0.0887656,0.76,0.231,18.917,0.068,0.9,0.0287,0.0029,-9.512e-05,CSPII,Ia,0.986,1,0,-0.046999999999997044,0.08154140052758477,0.0046240000000000005,10.06,10.25,10.74,N/A,-1.0,-1.0,none,0.00034428
CSP13V,0.0599585,0.0611394,1.05,0.082,17.474,0.107,17.9,0.0474,0.0047,-0.004372,CSPII,Ia,0.987,0,0,-0.14199999999999946,0.1430873858870865,0.011448999999999999,11.5,11.5,11.5,N/A,-1.0,-1.0,none,0.0023639999999999998
CSP13Z,0.0788454,0.0800694,1.19,0.015,18.169,0.008,-7.1,0.0484,0.0048,5.607e-06,CSPII,Ia-91T,0.98,1,0,-0.022999999999999687,0.01063014581273465,6.4e-05,8.25,8.35,8.85,N/A,-1.0,-1.0,none,-3.0689999999999998e-06
CSP13aad,0.0868,0.0865709,1.19,0.033,18.683,0.056,3.2,0.0206,0.0021,-8.031e-05,CSPII,Ia,0.979,1,0,0.019999999999999574,0.06940461079784253,0.0031360000000000003,9.59,9.65,9.8,N/A,-1.0,-1.0,none,-1.0499999999999998e-05
CSP13aaf,0.0775863,0.0787193,1.136,0.015,18.272,0.006,-3.6,0.0222,0.0022,-1.456e-05,CSPII,Ia,0.978,1,0,-0.05600000000000094,0.00848528137423857,3.6e-05,10.53,10.66,11.04,N/A,-1.0,-1.0,none,-6.653e-05
CSP13aam,0.0749481,0.0750921,1.136,0.017,17.801,0.009,-3.1,0.1643,0.0164,-3.754e-05,CSPII,Ia,0.968,1,0,-0.15500000000000114,0.012727922061357855,8.099999999999999e-05,8.65,9.05,9.23,N/A,-1.0,-1.0,none,-0.00010781000000000001
CSP13aao,0.0613575,0.0616022,0.696,0.049,18.164,0.071,0.8,0.0444,0.0044,-0.0003219,CSPII,Ia,0.978,1,0,0.125,0.08683893136145793,0.0050409999999999995,9.8,9.93,10.09,N/A,-1.0,-1.0,none,-0.00030082000000000004
CSP13aaq,0.0597586,0.0597706,0.984,0.007,17.986,0.008,-6.9,0.0293,0.0029,2.01e-05,CSPII,Ia,0.969,1,0,-0.054999999999999716,0.01131370849898476,6.4e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-3.56e-06
CSP13aay,0.0589592,0.0587551,1.14,0.012,18.236,0.007,-1.6,0.0159,0.0016,-2.653e-05,CSPII,Ia,0.955,1,0,0.03900000000000148,0.009219544457292887,4.9000000000000005e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-5.723e-05
CSP13abl,0.0403721,0.0406288,0.817,0.051,21.234,0.057,-5.1,0.0862,0.0086,0.0007273,CSPII,Ia,0.42,1,0,1.0730000000000004,0.06264982043070834,0.003249,8.9,8.91,9.04,N/A,-1.0,-1.0,none,8.909999999999994e-05
CSP13abm,0.0281805,0.027529,1.129,0.01,16.352,0.006,-4.0,0.1485,0.0149,-3.455e-06,CSPII,Ia,0.747,0,1,-0.006000000000000227,0.00848528137423857,3.6e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-3.2085e-05
CSP13abs,0.0771466,0.0783462,1.208,0.014,18.22,0.012,-6.5,0.0208,0.0021,7.025e-05,CSPII,Ia-91T,0.983,1,0,-0.06099999999999994,0.016278820596099707,0.000144,6.23,6.36,6.48,N/A,-1.0,-1.0,none,-1.7099999999999955e-06
CSP14aaq,0.0359133,0.0361755,0.898,0.015,16.643,0.014,-6.7,0.0524,0.0052,7.289e-05,CSPII,Ia,0.986,1,0,-0.08999999999999986,0.020518284528683192,0.00019600000000000002,11.01,11.08,11.48,N/A,-1.0,-1.0,none,4.0090000000000004e-05
CSP14aar,0.0421708,0.0423854,0.982,0.022,17.075,0.006,-0.9,0.0934,0.0093,-1.896e-06,CSPII,Ia,0.986,1,0,-0.021000000000000796,0.007211102550927979,3.6e-05,8.9,9.07,9.42,N/A,-1.0,-1.0,none,-6.576e-06
CSP14abk,0.0797448,0.0797387,0.96,0.025,18.044,0.021,-4.7,0.0663,0.0066,0.0002128,CSPII,Ia,0.0,0,0,0.08099999999999952,0.02831960451701259,0.00044100000000000004,11.5,11.5,11.5,N/A,-1.0,-1.0,none,4.999999999999986e-06
CSP14abn,0.0225,0.0232746,1.007,0.005,15.614,0.003,-1.4,0.0747,0.0075,-5.225e-07,CSPII,Ia,0.976,0,0,-0.0259999999999998,0.004242640687119285,9e-06,9.59,9.75,10.24,N/A,-1.0,-1.0,none,1.0395e-06
CSP14acl,0.0299792,0.0289327,0.96,0.008,16.57,0.012,-0.2,0.0264,0.0026,-2.223e-05,CSPII,Ia,0.081,0,0,-0.07099999999999795,0.015,0.000144,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-1.456e-05
CSP14acy,0.0663741,0.0660269,0.966,0.011,17.837,0.014,-1.8,0.0174,0.0017,1.336e-05,CSPII,Ia-91T,0.027,1,0,0.12199999999999989,0.017804493814764857,0.00019600000000000002,7.86,8.19,8.33,N/A,-1.0,-1.0,none,-6.139999999999999e-06
CSP14adc,0.03244,0.031651,0.811,0.01,17.164,0.009,-3.2,0.0949,0.0095,1.221e-05,CSPII,Ia,0.976,1,1,0.23200000000000287,0.011401754250991379,8.099999999999999e-05,10.67,10.81,11.14,N/A,-1.0,-1.0,none,-7.78e-06
CSP14ade,0.0624568,0.0626358,1.228,0.013,17.706,0.009,-7.4,0.077,0.0077,5.786e-05,CSPII,Ia-91T,0.963,1,0,0.03500000000000014,0.012041594578792296,8.099999999999999e-05,10.33,10.49,10.97,N/A,-1.0,-1.0,none,4.379999999999995e-06
CSP15B,0.0198862,0.0208198,0.718,0.006,16.113,0.009,-3.8,0.0641,0.0064,1.898e-05,CSPII,Ia,0.966,0,1,0.1399999999999988,0.010816653826391968,8.099999999999999e-05,10.78,10.95,11.42,N/A,-1.0,-1.0,none,7.780000000000002e-06
CSP15aae,0.0161833,0.0169733,0.505,0.004,16.762,0.008,-6.7,0.0226,0.0023,4.602e-06,CSPII,Ia-91bg,0.981,0,1,0.4540000000000006,0.01063014581273465,6.4e-05,10.96,11.14,11.26,N/A,-1.0,-1.0,none,-7.608e-06
KISS13j,0.0765333,0.0776331,0.895,0.026,18.865,0.017,-1.3,0.0326,0.0033,7.762e-05,CSPII,Ia,0.963,1,0,0.1319999999999979,0.020808652046684813,0.00028900000000000003,9.65,9.83,10.21,N/A,-1.0,-1.0,none,9.077e-05
KISS13l,0.1320086,0.1330018,1.087,0.115,19.506,0.085,1.9,0.0137,0.0014,-0.003445,CSPII,Ia,0.987,1,0,-0.038000000000000256,0.09964436762808021,0.007225000000000001,8.32,8.69,8.85,N/A,-1.0,-1.0,none,-0.0026266
KISS13v,0.0954,0.0962132,0.984,0.014,19.282,0.013,-9.1,0.0195,0.002,4.84e-05,CSPII,Ia,0.98,1,0,0.0940000000000012,0.01769180601295413,0.000169,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-2.2810000000000007e-05
KISS15m,0.02432,0.0253844,0.425,0.009,18.292,0.028,-6.1,0.0277,0.0028,5.746e-05,CSPII,Ia-91bg,0.958,0,0,0.6219999999999999,0.03176476034853718,0.0007840000000000001,9.67,9.78,9.94,N/A,-1.0,-1.0,none,2.099e-05
KISS15n,0.023084,0.0239783,1.225,0.009,15.515,0.008,-14.0,0.0088,0.0009,3.552e-05,CSPII,Ia-91T,0.85,0,1,0.09700000000000131,0.01063014581273465,6.4e-05,7.8,8.0,8.17,N/A,-1.0,-1.0,none,1.026e-05
LSQ11bk,0.0402721,0.0400251,1.071,0.016,16.875,0.008,-0.7,0.0936,0.0094,-2.315e-05,CSPII,Ia,0.967,1,0,-0.0779999999999994,0.01063014581273465,6.4e-05,6.5,6.53,6.59,N/A,-1.0,-1.0,none,2.1769999999999997e-05
LSQ11ot,0.02732,0.0273222,0.982,0.004,17.877,0.005,-5.2,0.1581,0.0158,5.616e-06,CSPII,Ia,0.976,1,1,0.3200000000000003,0.006403124237432849,2.5e-05,10.0,10.17,10.22,N/A,-1.0,-1.0,none,9.700000000000009e-08
LSQ11pn,0.0326533,0.0326611,0.503,0.008,17.481,0.013,-5.0,0.1457,0.0146,2.524e-05,CSPII,Ia,0.948,1,1,0.2870000000000026,0.01769180601295413,0.000169,10.52,10.7,10.8,N/A,-1.0,-1.0,none,-2.373e-05
LSQ12agq,0.0641556,0.0653581,1.152,0.027,18.444,0.059,5.0,0.0371,0.0037,-9.396e-05,CSPII,Ia,0.986,1,0,0.08899999999999864,0.07300684899377592,0.0034809999999999997,9.29,9.3,9.43,N/A,-1.0,-1.0,none,-0.0001611
LSQ12aor,0.0933354,0.0945588,0.923,0.018,19.355,0.021,-2.6,0.0415,0.0042,9.138e-05,CSPII,Ia,0.986,1,0,-0.06899999999999906,0.02469817807045694,0.00044100000000000004,9.67,9.85,10.15,N/A,-1.0,-1.0,none,7.897999999999999e-05
LSQ12bld,0.0833623,0.084303,0.896,0.009,19.018,0.012,-4.9,0.0233,0.0023,5.151e-05,CSPII,Ia,0.987,1,0,0.0779999999999994,0.014422205101855958,0.000144,10.42,10.55,10.64,N/A,-1.0,-1.0,none,3.076e-05
LSQ12btn,0.0541733,0.0552706,0.829,0.01,18.234,0.008,-1.7,0.0333,0.0033,-4.586e-06,CSPII,Ia,0.986,1,0,0.10000000000000142,0.01063014581273465,6.4e-05,10.84,10.9,10.94,N/A,-1.0,-1.0,none,-2.3436e-05
LSQ12ca,0.0994,0.0995466,0.947,0.032,19.045,0.058,1.1,0.0417,0.0042,-0.0001103,CSPII,Ia,0.962,0,0,-0.04999999999999716,0.07280109889280519,0.0033640000000000002,10.34,10.44,10.64,N/A,-1.0,-1.0,none,-6.7e-06
LSQ12cda,0.1374948,0.1384035,0.813,0.126,20.149,0.108,3.9,0.0284,0.0028,-0.00539,CSPII,Ia,0.859,1,0,0.045000000000001705,0.1265701386583739,0.011663999999999999,9.69,9.82,9.98,N/A,-1.0,-1.0,none,-0.003626
LSQ12cdl,0.1079253,0.1090245,0.994,0.044,19.134,0.058,2.5,0.0492,0.0049,0.0001562,CSPII,Ia,0.986,1,0,-0.14099999999999824,0.07280109889280519,0.0033640000000000002,8.79,8.81,8.93,N/A,-1.0,-1.0,none,0.000384
LSQ12fuk,0.0205857,0.0205571,1.004,0.006,15.674,0.008,-0.2,0.0714,0.0071,-6.402e-06,CSPII,Ia,0.982,0,1,-0.008000000000000895,0.012041594578792296,6.4e-05,8.2,8.34,8.45,N/A,-1.0,-1.0,none,-1.4543999999999998e-05
LSQ12fvl,0.05593,0.055977,0.596,0.009,18.75,0.013,-4.9,0.0179,0.0018,3.805e-05,CSPII,Ia,0.981,1,0,0.24599999999999866,0.0170293863659264,0.000169,10.55,10.74,10.93,N/A,-1.0,-1.0,none,-2.8799999999999995e-06
LSQ12fxd,0.03122,0.0313344,1.16,0.006,16.286,0.004,-9.8,0.0217,0.0022,-6.83e-07,CSPII,Ia,0.98,1,1,-0.006000000000000227,0.00565685424949238,1.6e-05,10.16,10.28,10.4,N/A,-1.0,-1.0,none,-1.1723e-05
LSQ12gdj,0.0303033,0.0292813,1.165,0.007,15.852,0.005,-11.2,0.0199,0.002,-3.711e-08,CSPII,Ia-91T,0.969,1,1,-0.030999999999998806,0.007071067811865475,2.5e-05,8.36,8.66,8.76,N/A,-1.0,-1.0,none,-1.640711e-05
LSQ12gef,0.0641556,0.0631798,1.176,0.033,18.896,0.053,0.2,0.0512,0.0051,-0.0001075,CSPII,Ia,0.987,0,0,0.2690000000000019,0.0658027355054484,0.002809,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-8.457999999999999e-05
LSQ12gln,0.1020294,0.1021611,1.109,0.014,18.97,0.005,-3.9,0.0201,0.002,-1.633e-05,CSPII,Ia,0.986,1,0,-0.0660000000000025,0.0078102496759066544,2.5e-05,8.6,8.75,9.07,N/A,-1.0,-1.0,none,-5.801e-05
LSQ12gxj,0.0353,0.034596,1.092,0.01,18.071,0.004,-9.8,0.0571,0.0057,8.698e-06,CSPII,Ia,0.655,0,0,0.2640000000000029,0.00565685424949238,1.6e-05,9.06,9.18,9.31,N/A,-1.0,-1.0,none,7.7327e-06
LSQ12gyc,0.0931355,0.0924863,1.148,0.028,18.758,0.009,-0.6,0.0211,0.0021,-0.0001117,CSPII,Ia,0.98,0,0,-0.045999999999999375,0.010816653826391968,8.099999999999999e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-0.00014244
LSQ12gzm,0.0999308,0.0993978,1.143,0.026,19.506,0.009,-5.8,0.0208,0.0021,-1.836e-05,CSPII,Ia,0.986,0,0,0.030000000000001137,0.014212670403551895,8.099999999999999e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-0.00017916
LSQ12hjm,0.0713506,0.0707978,0.962,0.005,18.293,0.004,-5.8,0.0246,0.0025,1.004e-05,CSPII,Ia,0.982,0,0,-0.06800000000000139,0.00565685424949238,1.6e-05,9.93,10.09,10.25,N/A,-1.0,-1.0,none,9.110000000000003e-07
LSQ12hno,0.0472673,0.0468084,0.989,0.014,17.92,0.008,-1.1,0.0994,0.0099,2.132e-05,CSPII,Ia,0.983,1,0,0.04900000000000304,0.01,6.4e-05,7.64,7.7,7.9,N/A,-1.0,-1.0,none,1.8849999999999997e-05
LSQ12hnr,0.1243,0.1255265,1.095,0.07,19.413,0.063,1.9,0.0324,0.0032,-0.0008122,CSPII,Ia,0.982,1,0,0.006000000000000227,0.07684399781375251,0.003969,7.93,8.05,8.16,N/A,-1.0,-1.0,none,-0.00071471
LSQ12hvj,0.0712507,0.0723911,1.167,0.015,18.41,0.007,-5.3,0.0458,0.0046,-1.146e-05,CSPII,Ia,0.986,1,0,0.08099999999999952,0.009899494936611667,4.9000000000000005e-05,8.79,9.05,9.22,N/A,-1.0,-1.0,none,-4.173e-05
LSQ12hxx,0.06936,0.0689135,1.19,0.024,18.236,0.013,-0.6,0.0153,0.0015,-6.63e-05,CSPII,Ia,0.986,1,0,0.0779999999999994,0.016401219466856725,0.000169,10.28,10.45,10.58,N/A,-1.0,-1.0,none,-3.5000000000000038e-06
LSQ12hzj,0.0334,0.0345752,0.969,0.004,16.51,0.005,-4.1,0.0569,0.0057,7.154e-06,CSPII,Ia,0.985,1,1,-0.06899999999999906,0.007071067811865475,2.5e-05,9.32,9.35,9.73,N/A,-1.0,-1.0,none,-6.789999999999998e-07
LSQ12hzs,0.07208,0.0718169,1.02,0.018,18.796,0.008,-7.8,0.0227,0.0023,7.374e-05,CSPII,Ia,0.985,1,0,0.09999999999999787,0.01063014581273465,6.4e-05,9.88,10.02,10.42,N/A,-1.0,-1.0,none,4.6909999999999996e-05
LSQ13abo,0.0674467,0.0681328,0.88,0.019,18.812,0.024,-7.0,0.0906,0.0091,0.0003065,CSPII,Ia,0.986,1,0,0.20700000000000074,0.02778488797889961,0.000576,10.04,10.31,10.34,N/A,-1.0,-1.0,none,0.00019780000000000004
LSQ13aiz,0.0092,0.0102493,0.964,0.006,13.71,0.007,-8.4,0.0788,0.0079,1.646e-05,CSPII,Ia,0.716,0,1,0.08000000000000007,0.008602325267042627,4.9000000000000005e-05,8.12,8.24,8.34,N/A,-1.0,-1.0,none,7.829000000000002e-06
LSQ13cwp,0.0666,0.0662474,0.944,0.017,18.399,0.018,-6.6,0.1326,0.0133,0.0001661,CSPII,Ia,0.986,1,0,0.08800000000000097,0.022803508501982758,0.00032399999999999996,10.39,10.54,10.7,N/A,-1.0,-1.0,none,3.199999999999999e-05
LSQ13dby,0.0999308,0.0995683,1.139,0.014,19.109,0.007,-5.9,0.0093,0.0009,-2.004e-06,CSPII,Ia,0.865,1,0,-0.03999999999999915,0.01063014581273465,4.9000000000000005e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-7.1264e-05
LSQ13dcy,0.0801,0.0800671,0.94,0.025,19.173,0.014,-3.2,0.0408,0.0041,0.0001675,CSPII,Ia,0.929,1,0,0.11599999999999966,0.0191049731745428,0.00019600000000000002,9.01,9.18,9.34,N/A,-1.0,-1.0,none,-2.1099999999999998e-05
